,id,title,rating,image_path,overview,vote_count,cast,country,release,tv_rating,duration,genre,description,ott
1020,31936,Melissa & Joey,6.8,/fTl1DSKH2VP5o70b44wsYJLn1xP.jpg,A good manny is hard to find.,74,,United States,2010,TV-14,4 Seasons,"Comedy, Family, Sitcom","In this hilarious new ABC Family original series, Mel (Melissa Joan Hart) is a former wild child turned local politician. When her sister ends up in prison and her brother-in-law goes on the lam, she takes in her teenaged niece and nephew. Spread too thin to manage by herself, help comes in the unlikely form of Joe (Joey Lawrence), a former stockbroker who is out of work. Desperate for a job, he moves in and becomes the family’s manny.",hulu
1021,31628,Pair of Kings,8.0,/k8OQOO5DWtBTgTtc1xoXxYSCy5O.jpg,,47,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",United States,2010,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Coming of Age","Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage.",disney
1022,68327,Bordertown,7.6,/j7G1Ecfx2iOP5OlqpmjfFOjGguO.jpg,,48,,,2016,TV-14,1 Season,"Adult Animation, Comedy, Sitcom","Bordertown centers on two clans: the Buckwalds and the Gonzalezes. Bud Buckwald (Hank Azaria, The Simpsons) is a married father of three and a Border Patrol agent who is just a tad behind the times and feels slightly threatened by the cultural changes transforming his neighborhood. He lives next door to Ernesto Gonzalez (Nicholas Gonzalez, Sleepy Hollow), an ambitious family man, who has been in the country less than 10 years, but is already doing better than Bud – which, it turns out, is a bit of an issue for Bud.",hulu
1023,70573,GLOW,7.4,/aqQlgRgUwVTfbdxe33vfDEMiCa2.jpg,,213,"Alison Brie, Betty Gilpin, Marc Maron, Britney Young, Sydelle Noel, Gayle Rankin, Sunita Mani, Kimmy Gatewood, Rebekka Johnson, Jackie Tohn, Ellen Wong, Kate Nash, Britt Baron, Kia Stevens, Chris Lowell, Alex Rich",United States,2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas","In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling. A comedy by the team behind ""Orange Is the New Black.""",netflix
1024,14315,Secret Diary of a Call Girl,7.0,/uDr4SM4PRlMDRyfcP3gQrX4En4u.jpg,,81,"Billie Piper, Iddo Goldberg, Cherie Lunghi, Lily James, Ashley Madekwe, Joanna Bobin, James D'Arcy, David Dawson",,2011,18+,3 Seasons,"Drama, Romance","The real-life anonymous blog and book of a high-class London call girl known to the world only as ""Belle de Jour"" becomes this original series starring Billie Piper as Hannah, an ambitious young woman leading an exciting but dangerous double life as an expensive escort named ""Belle"" that not even her best friend suspects. Cherie Lunghi and Iddo Goldberg costar in this hit British series.",amazon
1025,73987,Lore,7.0,/a6FEE7IjsfGdWdv4Bq7jKH7CiI6.jpg,,341,,,2018,16+,2 Seasons,"Drama, Horror","Season 2 of Lore marks a deeper dive into the surprising characters and real-life stories behind some of the world's historical atrocities. Ranging from the Middle Ages to the Age of Rockets, Lore 2 explores the motivations of the damned and the bloody and far-reaching aftermath of that damnation.",amazon
1026,79410,After Life,7.8,/6eJf4h9XcvqK64vbx27EFlLVURm.jpg,Hell is other people.,292,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman",United Kingdom,2020,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies","Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",netflix
1027,67773,Dirk Gently's Holistic Detective Agency,7.8,/q8oMpXPEAUJJ0KztsRs5K51T2lo.jpg,Everything is connected.,490,,United States,2016,TV-14,2 Seasons,"Drama, Horror, Mystery",Welcome to the world of Dirk Gently’s Holistic Detective Agency; a trippy mystery that thrusts a reluctant sidekick into the bizarre world of an unconventional detective who believes in the interconnectedness of all things.,hulu
1028,2506,Wings,7.0,/5i27L55J23vvMF3TJlb6BoxGk8I.jpg,,82,,United States,1990,TV-PG,8 Seasons,"Classics, Comedy, Family","Straight-laced Joe and laid-back Brian run a one-plane airline together on Nantucket surrounded by an eclectic and always funny group including the spacey mechanic, Lowell; the concert cellist and waitress, Helen; snarky nemesis, Roy and lovelorn taxi-driver, Antonio.",hulu
1029,31360,Autumn's Concerto,7.8,/o81XOL2dWOQFLcZxtKRiWkNytI6.jpg,,4,"Ady An, Vanness Wu, Ann Hsu, Wu Kang-ren, Xiao Xiao Bin",Taiwan,2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.",netflix
1030,44242,Devious Maids,7.1,/gn61HHk9KRa9RKeFCz476EqLR61.jpg,,88,,United States,2013,TV-PG,4 Seasons,Drama,"In ""Devious Maids,"" murder and mayhem collide in the mansions of Beverly Hills' wealthiest and most powerful families.",hulu
1031,32829,Happy Endings,7.1,/hbRVugwVvrPzMQyy2XlwUW7U5gk.jpg,Share the love.,108,,United States,2011,TV-14,3 Seasons,"Comedy, Sitcom","Forget who gets to keep the ring, when a couple splits, the real question is, who gets to keep the friends? In this modern comedy, a couple's break up will complicate all of their friends' lives and make everyone question their choices. When life throws you for a curve, hold on tight to the people you love.",hulu
1032,1974,The Bob Newhart Show,7.7,/1fr5RZKEgLmhKvLHaBUIxK98YzS.jpg,,36,,United States,1972,TV-G,6 Seasons,"Classics, Comedy, Family","Bob Newhart is Dr. Robert Hartley, a Chicago psychologist living with his schoolteacher wife Emily.",hulu
1033,5721,The Secret Life of the American Teenager,7.1,/k2XTj9D0tzca3dSgvVojU9xk8F5.jpg,Expect the Unexpected,83,,United States,2008,TV-14,5 Seasons,"Drama, Teen","Secrets are hard to keep, especially in high school. Meet the students of Grant High. Grace sneaks around behind her parent’s back to see her boyfriend, Jack. Jack cheats on Grace with Adrian, who’s really in love with Ricky. And Ricky has one night with Amy that leads to the biggest secret of all. Don’t miss even one episode of this bold ABC Family original series from the creator of 7th Heaven that explores an unexpected teen pregnancy with sensitivity and heart.",hulu
1034,17519,Zeke and Luther,8.0,/nlpUmDYb2dhKUUegZlibCs2taW.jpg,,68,,United States,2009,TV-Y7,3 Seasons,"Comedy, Family, Kids","Best friends Zeke and Luther have set their sights on becoming world-famous skateboarders. Together they attempt to master the coolest tricks and enter the biggest competitions. Between skating and summer school, there’s also donut deliveries, girls, and a pair of Tony Hawk’s boxers! Zeke and Luther are determined to be the best skateboarders in Pacific Terrace, no matter what obstacles stand in their way!",hulu
1035,112440,We Are the Champions,5.8,/pRdIwngObfH3yhtoYLbt0QsR8wZ.jpg,,5,,United States,2020,TV-MA,1 Season,"Docuseries, Reality TV","Explore an array of unique competitions, from the quirky to the bizarre, and meet their passionate communities in this docuseries.",netflix
1036,72089,Puppy Dog Pals,7.7,/f29HZ92NkSLYx2KmQOyk7nege24.jpg,,11,"Harland Williams, Isaac Brown, Jessica DiCicco, Sam Lavagnino, Leslie Baker, Tara Strong","United States, India",2016,TV-G,4 Seasons,"Animation, Kids",Two puppies are on a mission for fun and adventure!,disney
1037,6673,The Marvelous Misadventures of Flapjack,8.1,/n2nywQCi0SxyBjlNrYHKkI9tgod.jpg,,217,,United States,2008,TV-Y7,3 Seasons,"Adventure, Cartoons, Kids","Oh buoy! Set a course for misadventure! Take a trip to the bizarre sea village of Stormalong Harbor with a kooky kid named Flapjack and his very best friends - a crusty old pirate called Captain K'nuckles, and a wise-talking whale, Bubbie, whose mouth they call home sweet home.",hulu
1038,71887,Marlon,6.6,/7jCZupMTSyS3SohvE14T3xVT36n.jpg,,106,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",United States,2018,TV-14,2 Seasons,TV Comedies,"After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids.",netflix
1039,85843,Kono Oto Tomare!: Sounds of Life,7.6,/8W76iz5WiKpTOIxedKgLEWDkRUO.jpg,,18,,,2019,TV-14,2 Seasons,"Anime, Drama","Down to its last member, the koto club will accept anyone who is interested in the traditional Japanese instrument. But when a delinquent and a prodigy player sign up, finding harmony isn't going to be easy.",hulu
1040,71956,Good Bones,8.7,/62tZYQauLTnf5ca445gWjIuayZf.jpg,,10,,,2016,TV-G,2 Seasons,"Lifestyle & Culture, Reality","Karen and Mina, a mother/daughter duo, transform properties around their hometown of Indianapolis.",hulu
1041,81667,The Rise of Phoenixes,8.2,/oClpkfN2ath0GLZFstW1P7wMlan.jpg,,12,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong",China,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure","When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.",netflix
1042,4344,Rescue Me,7.8,/gnOwOb82chSJkQEZ9pd6jf2ZrEX.jpg,They save us. But who saves them?,110,,United States,2004,TV-MA,7 Seasons,"Action, Comedy, Drama","Whether pulling survivors from a fiery high-rise or the twisted steel of a subway collision, Tommy Gavin (Denis Leary) takes pride in leading the heroic but overwhelmed firefighters of the NYFD. But he's also drifting between sorrow and anger over a separation from his wife and three kids, and the haunting memories of his fallen comrades.",hulu
1043,114547,Secrets of Sulphur Springs,8.2,/30MqitTOgIfeOhvwdMHkrM9p5mD.jpg,Every secret has its time and place.,119,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",United States,2021,TV-PG,1 Season,"Family, Fantasy, Mystery",Griffin and his family move to a mysterious town.,disney
1044,3218,Caillou,5.3,/rDm7q3rR2HDQGJg3JW0I9QJAoMK.jpg,,26,"Evan Smirnow, Ellen David, Jennifer Seguin, Merlee Shapiro, Pat Fry, Annie Bovaird, Jesse Vinet, Bob Stutt, Pauline Little, Melissa Pirrera, Al Gravelle, George Morris, Graeme Jokic, Pier Paquette, Sofie Holland, Matt Ficner, Brigid Tierney, Raquel Trinidad, Jaclyn Linetsky, Bryn McAuley, Ryan Tilson, Tim Gosley, Tyler Brody Stein, Vanessa Lengies, Cara Reynolds, Dallas Jokic, Jessica Kardos, François Sasseville, Holly Gauthier-Frankel, Claudie Verdant, Sarah Johnson, Steve Songs, Matt Fincer, David Tyler, Johanne Garneau, Sannie Bovaird, Addison Holley, Helen King, Melissa Pirerra, Diane Arcand, Madeleine Arsenault, Charlotte Bernard, Violette Chauveau, Hugolin Chevrette-Landesque, Claudia-Laurie Corbeil, Nathalie Coupal, Louis Philippe Dandenault, Mario Desmarais, Sophie Faucher, Gilbert Lachance, Sophie Léger",,2010,TV-G,1 Season,Kids,"Join Caillou as he explores everyday life, where ordinary daily events spark his and your child's imagination.",amazon
1045,4626,Ugly Betty,6.1,/5W64XnpFAId4gGyRrR6nmafE8lV.jpg,Ugly is the new beautiful.,142,,United States,2006,TV-PG,4 Seasons,"Comedy, Drama, Teen","In the superficial world of high fashion, image is everything. Styles come and go, and the only constants are the super thin beauties who wear them. How can an ordinary girl from Queens possibly fit in?",hulu
1046,96160,My Holo Love,8.6,/nLbKNyUKq6WMMoPuL712m43MVhc.jpg,,689,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Chansung, Lee Ki-chan, Kim Soo-jin, Kang Seung-hyeon, Jeong Do-won, Kim Hak-seon",,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,netflix
1047,127138,Truth or Dare,7.0,/10JQjyCSTL2YxgkYuCWxYhSfPrr.jpg,,1,"Junjie Huang, Teresa Li, Jiawei Ding",,2021,18+,1 Season,"Drama, Romance",A story that follows two couples who mistakenly find themselves in a marriage they never expected and gradually grow in love and trust over time.,amazon
1048,1750,"Doogie Howser, M.D.",6.7,/AlftrF1sdxufp2nNLGf8LznKNo6.jpg,,63,,United States,1989,TV-PG,4 Seasons,"Comedy, Drama, Family","Douglas Howser is a doctor. He is also a 16-year-old genius, he graduated college at age 10 and finished medical school at age 14. But he is still a teenager, with normal teenage friends and problems. Like all adolescents, he feels that his father doesn't understand him. He is just learning to drive, and just starting to pay attention to girls even while consulting on serious medical causes like heart transplants. It's a funny and touching story about growing up with more than the usual responsibilities and demands.",hulu
1049,80826,Happy Sugar Life,7.8,/51nw1Oor0iiXCwp2ieYuY3WQ9vt.jpg,,101,"Kana Hanazawa, Misaki Kuno, Yumiri Hanamori, Natsuki Hanae, Aya Suzaki",,2018,TV-NR,1 Season,TV Shows,"Satou Matsuzaka, a girl who has never loved anyone before, falls in love with a girl named Shio Koube. The two girls are drawn to each other, and begin a happy life together. Satou won't let anyone endanger their new life, and would do anything for love, even if it means threatening, confining, or killing someone. Don't miss this psychological horror series about sweet and painful true love.",amazon
1050,2126,The Brady Bunch,7.0,/63MN0GwbAW4Oq2VxbpZODYomMsi.jpg,,95,,United States,1969,TV-PG,5 Seasons,"Classics, Comedy, Family","The Brady Bunch is a half-hour comedy series that follows the misadventures of a family united when single mother Carol (Florence Henderson) finds love and marriage with single father Mike Brady (Robert Reed). The Brady's tackle typical family issues such as sibling rivalry, misunderstandings, and growing up, in a way that brought innocence and charm to the series.",hulu
1051,85310,The Pier,7.2,/dFuTT1nRzSFknNQuFEvtpb5QZ3O.jpg,,67,,,2019,TV-MA,2 Seasons,"Drama, Horror, Thriller","High-profile architect Alexandra faces her worst nightmare when she gets a call from local cop Conrado to identify her husband Oscar's body, found on a pier. She soon finds out there was more to his life than she knew.",hulu
1052,81355,When They See Us,8.2,/oPv3nNtkuc6EPEql5lgdOuQNHuG.jpg,What if all boys were created equal?,471,"Asante Blackk, Caleel Harris, Ethan Herisse, Jharrel Jerome, Marquis Rodriguez, Jovan Adepo, Chris Chalk, Justin Cunningham, Freddy Miyares, Michael Kenneth Williams, Marsha Stephanie Blake, Kylie Bunbury, Aunjanue Ellis, Vera Farmiga, Felicity Huffman, John Leguizamo, Niecy Nash",United States,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,netflix
1053,67460,Yu-Gi-Oh! Arc-V,6.6,/wFPxmtST6Sp5vZhDP6LK3SX8NMo.jpg,,11,"Mike Liscio, Emily Bauer, Billy Bob Thompson, Alyson Leigh Rosenfeld, Michael Crouch","Japan, Canada",2015,TV-Y7,2 Seasons,"Anime Series, Kids' TV","Now that he's discovered the Pendulum Summoning technique, Yuya's dream of becoming the greatest ""dueltainer"" is in reach – but it won't be easy!",netflix
1054,61019,Street Outlaws,8.1,/epPaHTQD7DuWsLOjzUhZB50ecoh.jpg,,54,,United States,2013,TV-14,2 Seasons,"Documentaries, Reality, Sports","Oklahoma City is home to one of the largest undercover street racing rings in America. From a 1969 Chevy Nova to a race-ready farm truck, the vehicles come in all shapes and sizes and have one thing in common – the need for speed. The drivers will risk everything and do anything to make the top 10 “list” of the fastest cars. If you’re not on the list, you don’t matter.",hulu
1055,86752,Wu Assassins,7.2,/nhWgmdLveoJNw1GZBkb62aIzyNr.jpg,,83,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",United States,2019,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.,netflix
1056,61421,Terror in Resonance,8.1,/nF24ODOd7PBKZ5riiJ0W7A8hjNZ.jpg,,254,,Japan,2014,TV-14,1 Season,"Action, Adventure, Anime","Tokyo has been decimated by a terrorist attack, and the only clue to the culprit's identity is a bizarre internet video. While paranoia spreads, two mysterious children form “Sphinx,” a clandestine entity determined to pull the trigger on this world.",hulu
1057,73017,Children of the Whales,8.0,/u6VJUUDb4aRzEpJWay7gvEiLc6U.jpg,,36,"Natsuki Hanae, Manaka Iwami, Yuuichirou Umehara, Nobunaga Shimazaki, Mikako Komatsu, Daiki Yamashita, Hiroshi Kamiya",Japan,2017,TV-14,1 Season,"Anime Series, International TV Shows","As a magic wielder, young archivist Chakuro knows his time is short, but everything changes when a girl from the outside appears on his island.",netflix
1058,93233,Centaurworld,7.5,/2klp8BwNDbmV5pfBSWhNjr1MktC.jpg,,35,"Kimiko Glenn, Megan Hilty, Parvesh Cheena, Chris Diamantopoulos, Megan Nicole Dong, Jessie Mueller, Josh Radnor",,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies","On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs.",netflix
1059,2153,Arthur,7.1,/rmTNHzI0Joc4irx3nkFMWsYWp5c.jpg,,85,"Cameron Ansell, Jason Szwimer, Daniel Brochu, Bruce Dinsmore, Jodie Resther, Melissa Altro, Sonja Ball, Paul-Stuart Brown, Holly G. Frankel, Eleanor Noble, Arthur Holden, Ryan Tilson, Tyler Brody-Stein, Tamar Kozlov, Ellen David, Jessica Kardos, Sally Taylor-Isherwood, A.J. Henderson, Joanna Noyes, Mark Camacho, Hayley Reynolds, Robert Naylor",,2006,TV-G,1 Season,"Animation, Kids","Welcome to ARTHUR and the adventures of the world's most famous aardvark, 8-year-old Arthur Read. Arthur and his Elwood City friends encounter the joys and difficulties that all kids experience, managing them with imagination, kindness, and a lot of humor! Based on the beloved best-selling books by Marc Brown.",amazon
1060,26318,Slayers,7.7,/3iTxwvaEOyxogd2hAu1wPb8Dd0P.jpg,,18,,"Japan, United States",1995,TV-PG,1 Season,"Action, Adventure, Anime","In a land of fantasy and fairytale, magic rules and one can prosper by the point of a sword. But somewhere between the realms of good and evil, a band of misfits stumble upon an artifact which could prove the undoing of all…",hulu
1061,83880,Our Planet,8.8,/wRSnArnQBmeUYb5GWDU595bGsBr.jpg,,138,David Attenborough,"United States, United Kingdom",2019,TV-PG,1 Season,"Docuseries, Science & Nature TV",Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,netflix
1062,89852,Trinkets,8.2,/1KD2zNV04SI6pvfbPnBOr6eFlam.jpg,,185,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler, Odiseas Georgiadis, Henry Zaga, Larry Sullivan, Larisa Oleynik",United States,2020,TV-MA,2 Seasons,"TV Dramas, Teen TV Shows",A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,netflix
1063,69316,Eternal Love,7.6,/paeDktO7Bx2lmv9mEDiHtneoYrF.jpg,,28,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",China,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes — each an epic in its own right.",netflix
1064,70391,Philip K. Dick's Electric Dreams,7.2,/tyaNrGepu4HbkjLFkK6vgua1vgn.jpg,,150,"Terrence Howard, Bryan Cranston, Anna Paquin",,2018,18+,1 Season,"Drama, Science Fiction","Based on the short stories from one of science fiction’s most prolific authors, Philip K. Dick's Electric Dreams explores humanity in 10 standalone episodes. From 5 to 5000 years in the future, each story in the anthology will question what it means to be human in uniquely ambitious, grounded, yet fantastical worlds.",amazon
1065,2398,Girlfriends,7.6,/buFnsyWEg4pPR7dco5Vbsm6HCIY.jpg,,23,"Tracee Ellis Ross, Golden Brooks, Persia White, Jill Marie Jones, Reginald C. Hayes",United States,2007,TV-14,8 Seasons,TV Comedies,"Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny.",netflix
1066,60732,Maken-Ki! Battling Venus,7.7,/wQub2j7xzXxjtjELPqDYgDmru4r.jpg,,9,,Japan,2011,TV-MA,2 Seasons,"Anime, Comedy, International","Takeru is a new student at the Tenbi Academy, a school where Elemental magic and powerful weapons called ""Makens"" are used in student duels. Studying will be difficult: his roommates are three beautiful girls who alternately love him and want him dead.",hulu
1067,73411,Maniac,7.4,/kCNl4QPstAqChFD0NnLpbDFG8ul.jpg,The mind can be solved,475,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",United States,2018,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Mysteries",Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,netflix
1068,62783,Best Friends Whenever,8.6,/euWwJsDLPzfPny96UrbD13XOFSz.jpg,Partners In Time,58,"Lauren Taylor, Shelby Bender, Gus Kamp, Ricky Garcia, Benjamin Royer, Matthew Royer",United States,2015,TV-G,2 Seasons,"Buddy, Comedy, Coming of Age",Best friends gain the ability to travel through time!,disney
1069,69541,Harlots,7.9,/w6F93B2ZUCEUhRpgCS1cU82htqz.jpg,,119,,"United Kingdom, United States",2017,TV-MA,3 Seasons,"Drama, International","Margaret Wells struggles to reconcile her roles as brothel owner and mother to daughters Charlotte and Lucy. When her business comes under attack from Lydia Quigley, a rival madam with a ruthless streak, Margaret must fight back even if it means losing her family and possibly her life.",hulu
1070,30957,The Amazing Race,6.7,/iwXsOEVZGqUVeu02aExhL4AW7MC.jpg,,100,Phil Keoghan,,2017,TV-PG,29 Seasons,TV Shows,"In a brand new twist, all 22 Racers are complete strangers who will meet on the starting line. Before ""GO,"" Racers will immediately compete in a challenge that will determine the order for picking a Teammate, based on nothing but first impressions. Phil Keoghan hosts.",amazon
1071,35358,Restaurant: Impossible,7.1,/q5lCbuk4obBqUtlx1969wSD0qNh.jpg,,23,,United States,2011,TV-G,2 Seasons,"Cooking & Food, Family, Lifestyle & Culture",Chef Robert Irvine attempts to turn around a failing family restaurant in just two days.,hulu
1072,5148,Stargate Universe,7.3,/n23WMoa9y5TYPuKSQjPArpbHr9x.jpg,,480,,"Canada, United States",2009,TV-14,2 Seasons,"Action, Adventure, Family","A band of soldiers, scientists and civilians are forced through a stargate when their hidden base comes under attack. The desperate survivors emerge aboard an ancient ship, The Destiny, which is locked on an unknown course and unable to return to Earth. Faced with meeting the most basic needs of food, water and air, the group must unlock the secrets of the ship's stargate to survive. The danger, adventure and hope they find on board Destiny will reveal the heroes and villains among them.",hulu
1073,45994,The Kitchen,8.0,/dKs8i492LE2cDY7LXglwx42qzVU.jpg,,45,,United States,2014,TV-G,3 Seasons,"Cooking & Food, Lifestyle & Culture","Looking for recipes and meal tips from an all-star lineup of Food Network hosts? Then ""The Kitchen"" is for you. The hourlong show, featuring hosts Sunny Anderson, Katie Lee, Jeff Mauro, Marcela Valladolid and Geoffrey Zakarian, shares simple dinner recipes and family meal tips, plays trivia games, and answers viewer questions in addition to just shooting the breeze about all things food. With a roster that includes a ""Food Network Star"" winner who specializes in making sandwiches, an Iron Chef, and a Tijuana native who is known for her Mexican cuisine, there's sure to be something of interest for all home cooks in Food Network's ""Kitchen.""",hulu
1074,95202,To the Lake,7.1,/pQoCwUATqX3j8CThnc0ukiQ2fWU.jpg,,105,"Viktoriya Isakova, Kirill Käro, Aleksandr Robak, Natalya Zemtsova, Maryana Spivak, Yuri Kuznetsov, Eldar Kalimulin, Viktoriya Agalakova, Alexander Yatsenko, Saveliy Kudryashov",Russia,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive.",netflix
1075,75666,McMafia,7.4,/jdt7RFfVCGWrNnrxeQ0Us9kGhJu.jpg,Welcome to the family business.,137,"James Norton, Aleksey Serebryakov, Caio Blat, David Dencik, David Strathairn, Faye Marsay, Juliet Rylance, Maria Shukshina, Merab Ninidze, Oshri Cohen",,2018,TV-MA,1 Season,"Drama, International, Suspense","McMafia journeys through a labyrinth of international criminals, money launderers, corrupt politicians and ruthless intelligence agencies.",amazon
1076,83247,Haunted,7.1,/kGuqHcERMsnHGlVb9NVsqLJtiqM.jpg,,248,,"United States, Czech Republic",2021,TV-MA,3 Seasons,"Reality TV, TV Horror, TV Thrillers","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments.",netflix
1077,47054,Atlantis,6.6,/bmdlBu7y0pZq3KZwtFFHzWPEsbP.jpg,,91,"Jack Donnelly, Mark Addy, Robert Emms, Jemima Rooper",,2015,13+,2 Seasons,"Action, Science Fiction","The time has come for Jason to fulfill his destiny - or Atlantis will be lost beneath the waves forever. A year has passed and much has changed. With the future looking bleak, Ariadne turns to her most trusted friends for support and so Jason, Hercules and Pythagoras are thrust to the very heart of politics and power in the city.",amazon
1078,654,Reba,6.8,/LhrtKYE11HB0e0NvWisLdKwgXB.jpg,,64,,United States,2001,TV-PG,6 Seasons,"Comedy, Family, Sitcom","Country superstar Reba McEntire made her first foray into series television on REBA, an edgy comedy that takes aim at the all-American family with a spirited look at suburban dysfunction. The family members of REBA certainly aren't candidates for a Rockwell portrait, but they muddle through their domestic lives the only way they know how - with brutal honesty and bare-knuckled poise. REBA will make you laugh as it wins your heart. REBA was created by Allison M. Gibson (Home Improvement, Boy Meets World). Kevin Abbott (Roseanne) serves as executive producer with Mindy Schultheis (Titus), Michael Hanel (Titus) and Matt Berry (Roseanne) and Don Beck. Chris Case, Pat Bullard, Reba McEntire, Patti Carr & Lara Runnels serve as co-executive producers for Twentieth Century Fox Television and Acme Productions. REBA is produced by Twentieth Century Fox Television and is distributed by Twentieth Century Fox Television Distribution.",hulu
1079,88728,I Think You Should Leave with Tim Robinson,6.5,/m4iNYM0ZaaH10Qzebd9dwSa6Zy6.jpg,,37,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant",United States,2021,TV-MA,2 Seasons,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,netflix
1080,71641,4 Blocks,5.7,/jVObyxtNxuPbG5czuKvm7pW56EV.jpg,,97,"Kida Khodr Ramadan, Veysel Gelin, Maryam Zaree, Almila Bagriacik, Oliver Masucci, Karolina Lodyga, Sami Nasser, Wasiem ""Massiv"" Taha, Rauand Taleb, Eunique Cudjo Berkeley, Ahmed Hafiene, Tilo Nest",,2018,TV-MA,2 Seasons,TV Shows,"One year has passed since the dramatic showdown with the Cthulhu, and a lot has changed for the Hamadys: Abbas is on trial for murder, Amara has made a new start with Latif, and Toni can finally enter the real-estate business as he had dreamed of.",amazon
1081,45013,Wander Over Yonder,7.4,/iAatKOadAqzbNMP4shqbYvqbD3J.jpg,,32,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny","United States, Canada, Ireland",2013,TV-Y7,2 Seasons,Comedy,Best friends travel through the cosmos.,disney
1082,64783,Dawn of the Croods,7.7,/cyCAsMLGECvEAFDfKcxcWy7YTOW.jpg,,65,"Stephanie Lemelin, A.J. LoCascio, Dan Milano, Grey DeLisle, Cree Summer, Laraine Newman, Chris Parnell, Ana Gasteyer, Dee Bradley Baker, Thomas Lennon, Dominic Catrambone",United States,2017,TV-Y7,4 Seasons,Kids' TV,"The world's first family is back for more laughs as they discover sports, sleepovers and other wonders in a world of exotic creatures and adventures.",netflix
1083,86605,Well-Intended Love,8.1,/tkxtbsmv4aGR4h3etJM77pJ6WZ.jpg,,9,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,2020,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","To secure a bone marrow donation, an actress diagnosed with leukemia makes a marriage pact with a young CEO – but love and secrets get in the way.",netflix
