,id,title,rating,image_path,overview,vote_count,cast,country,release,tv_rating,duration,genre,description,ott
0,88329,Hawkeye,8.5,/pqzjCxPVc9TkVgGRWeAoMmyqkZV.jpg,"This holiday season, the best gifts come with a bow.",1154,"Jeremy Renner, Hailee Steinfeld, Vera Farmiga, Fra Fee, Tony Dalton, Zahn McClarnon",,2021,TV-14,1 Season,"Action-Adventure, Superhero",Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.,disney
1,71914,The Wheel of Time,8.1,/mpgDeLhl8HbhI03XLB7iKO6M6JE.jpg,,745,"Rosamund Pike, Daniel Henney, Josha Stradowski, Madeleine Madden, Zoë Robins, Marcus Rutherford, Barney Harris",,2021,TV-14,1 Season,"Adventure, Drama, Fantasy","Set in an epic fantasy world, The Wheel of Time follows Moiraine (Rosamund Pike), a member of the incredibly powerful all-female organization called the Aes Sedai, as she arrives in the small town of Two Rivers. There, she embarks on a dangerous, world-spanning journey with five young villagers, one of whom is prophesied to be the Dragon Reborn... the one who will either save or destroy humanity.",amazon
2,71912,The Witcher,8.2,/7vjaCdMw15FEbXyLQTVa04URsPm.jpg,Destiny is a beast.,3001,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",netflix
3,93405,Squid Game,7.8,/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg,45.6 billion won is child's play.,9584,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",netflix
4,60735,The Flash,7.8,/lJA2RCMfsWoskqlQhXPSLFQGXEJ.jpg,The fastest man alive.,8998,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Neil Sandilands, Britne Oldford, Danielle Nicolet, Keiynan Lonsdale, Kim Engelbrecht",United States,2021,TV-14,7 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.,netflix
5,63174,Lucifer,8.5,/ekZobS8isE6mA53RAiGDG93hBxL.jpg,All bad things must come to an end.,11183,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis",United States,2021,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",netflix
6,2778,Wheel of Fortune,7.1,/2fvAIyVfFHQdhJ7OsJWuMlF7836.jpg,,36,"Pat Sajak, Vanna White",United States,2019,TV-G,3 Seasons,Reality TV,"Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases.",netflix
7,69050,Riverdale,8.6,/xBaeUYKNJfX8VhIFvvgPpFSYxBZ.jpg,Small town. Big secrets.,12272,"K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich",United States,2019,TV-14,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",netflix
8,456,The Simpsons,7.9,/tubgEpjTUA7t0kejVMBsNBZDarZ.jpg,"On your marks, get set, d'oh!",7407,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Pamela Hayden",United States,1989,TV-PG,32 Seasons,"Animation, Comedy","The world’s favorite nuclear family, in the award-winning, history-making series.",disney
9,1402,The Walking Dead,8.1,/w21lgYIi9GeUH5dO8l3B9ARZbCB.jpg,Fight the dead. Fear the living.,12206,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal",United States,2019,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas","In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",netflix
10,60574,Peaky Blinders,8.6,/bGZn5RVzMMXju4ev7xbl1aLdXqq.jpg,London's for the taking,4608,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards",United Kingdom,2019,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost.",netflix
11,1416,Grey's Anatomy,8.2,/zPIug5giU8oug6Xes5K1sTfQJxY.jpg,The life you save may be your own.,7131,"Ellen Pompeo, Sandra Oh, Katherine Heigl, Justin Chambers, Patrick Dempsey, Chandra Wilson, T.R. Knight, James Pickens Jr., Isaiah Washington, Sara Ramirez, Eric Dane, Chyler Leigh, Kate Walsh, Kevin McKidd, Jessica Capshaw",United States,2020,TV-14,17 Seasons,"Romantic TV Shows, TV Dramas",Intern (and eventual resident) Meredith Grey finds herself caught up in personal and professional passions with fellow doctors at a Seattle hospital.,netflix
12,71712,The Good Doctor,8.6,/cXUqtadGsIcZDWUTrfnbDjAy8eN.jpg,"His mind is a mystery, his methods are a miracle.",9913,,United States,2017,TV-14,4 Seasons,Drama,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital’s surgical unit. Alone in the world and unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",hulu
13,77169,Cobra Kai,8.1,/yR9a9yZ1kAW0Xbl4NxQxPSMteEg.jpg,Fight for the soul of the valley.,3620,"Ralph Macchio, William Zabka, Xolo Maridueña, Martin Kove, Mary Mouser, Tanner Buchanan, Courtney Henggeler, Jacob Bertrand",United States,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Dramas","Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the ""Karate Kid"" films.",netflix
14,84958,Loki,8.2,/kEl2t3OhXc3Zb9FBh1AuYzRTgZp.jpg,Loki's time has come.,8271,Tom Hiddleston,,2021,TV-14,1 Season,"Action-Adventure, Fantasy, Science Fiction",The mercurial villain Loki (Tom Hiddleston) resumes his role as the God of Mischief.,disney
15,80240,The Queen of Flow,8.0,/fuVuDYrs8sxvEolnYr0wCSvtyTi.jpg,,1212,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo",Colombia,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.",netflix
16,91363,What If...?,8.5,/lztz5XBMG1x6Y5ubz7CxfPFsAcW.jpg,One question changes everything.,2603,,,2021,TV-14,1 Season,"Action-Adventure, Animation, Anthology",“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.,disney
17,37680,Suits,8.1,/vQiryp6LioFxQThywxbC6TuoDjy.jpg,Nothing is ever black and white,2840,"Gabriel Macht, Rick Hoffman, Sarah Rafferty, Dulé Hill, Katherine Heigl, Amanda Schull",,2019,NR,9 Seasons,Drama,"Suits centers on a fast-paced Manhattan corporate law firm led by legendary lawyer Harvey Specter (Gabriel Macht), his intelligent but delicate partner, Louis Litt (Rick Hoffman), and secretary-turned-COO Donna Paulsen (Sarah Rafferty).",amazon
18,113901,Maradona: Blessed Dream,7.5,/qjxEp8azTOezyEZe0EZ353mzdwH.jpg,,467,"Esteban Recagno, Ezequiel Stremiz, Luciano Vittori, Pablo Rodríguez Albi, Leonard Kunz, Juanma Muniagurria, Julieta Cardinali, Nazareno Casero, Rita Cortese, Laura Esquivel, Nicolás Furtado, Nicolas Goldschmidt",,2021,TV-MA,1 Season,"Drama, Sports","The series tells the story of Diego Maradona, a boy from an Argentine villa who turned into the legendary soccer star.",amazon
19,79460,Legacies,8.5,/mwJ3OxbliRwCvceSJvAzPiFu4WZ.jpg,Heroes. Villains. Whatever.,2302,"Danielle Rose Russell, Aria Shahghasemi, Kaylee Bryant, Jenny Boyd, Quincy Fouse, Peyton Alex Smith, Matthew Davis, Archie L. Winston",United States,2019,TV-14,2 Seasons,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows","Born into a rare supernatural bloodline, Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil.",netflix
20,84969,LOL: Last One Laughing,7.2,/85Fx3ax4PLQlAODI1K8Kk0kAUdO.jpg,,179,"Eugenio Derbez, Alex Fernández, Bárbara Torres, El Capi Pérez, El Diablito, Gustavo Mungía, Iván La Mole, Kikis, Ricardo O´Farrill, Slobotzky, Verónica Toussaint",,2019,16+,2 Seasons,Comedy,"Eugenio Derbez kicks off the exciting second season of LOL with a new cast of contenders. Lots of changes and pressure is on, as the battle to keep a straight face and win the million pesos begins.",amazon
21,81356,Sex Education,8.4,/8j12tohv1NBZNmpU93f47sAKBbw.jpg,Growth is a group project.,5222,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",United Kingdom,2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",netflix
22,291,Coronation Street,5.3,/xe6y8SJU0NyGEECu2LV9cXoY81g.jpg,,68,,United Kingdom,1960,TV-PG,2 Seasons,"Drama, International","Britain's favorite drama series Coronation Street is loved by millions of fans worldwide. For five decades we have been gripped by the domestic dramas of these ordinary people on the fictional cobbled street in Manchester. The roll call of iconic characters over the years is endless, with approximately 5,000 characters. The street has seen it all, from affairs of the heart to domestic disasters. With over 7,500 episodes there have been 39 births, 120 deaths and 88 weddings.",hulu
23,46260,Naruto,8.4,/vauCEnR7CiyBDzRCeElKkCaXIYu.jpg,,4211,,Japan,2005,TV-PG,4 Seasons,"Adventure, Anime, International","The Village Hidden in the Leaves is home to the stealthiest ninja in the land. But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy – Naruto Uzumaki!",hulu
24,18165,The Vampire Diaries,8.3,/gbp4zM0FE0n23X4UFY5EBlacrog.jpg,You remember your first kiss forever... and ever.,6814,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",United States,2016,TV-14,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",netflix
25,60625,Rick and Morty,8.8,/8kOWDBK6XlPUzckuHDo3wwVRFwt.jpg,"Science makes sense, family doesn't.",5860,,United States,2013,TV-14,4 Seasons,"Adult Animation, Adventure, Comedy","Rick and Morty is a show about a sociopathic scientist who drags his unintelligent grandson on insanely dangerous adventures across the universe. Created and executive produced by Dan Harmon (Community, Channel 101) and Justin Roiland (House of Cosbys).",hulu
26,82596,Emily in Paris,8.1,/Ak59Y9bzykmV0wAiwKsqrbORDBo.jpg,Pardon her French.,637,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat",United States,2020,TV-MA,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","After landing her dream job in Paris, Chicago marketing exec Emily Cooper embraces her adventurous new life while juggling work, friends and romance.",netflix
27,85271,WandaVision,8.4,/glKDfE6btIRcVB5zrjspRIs4r52.jpg,Experience a new vision of reality.,9491,"Elizabeth Olsen, Paul Bettany, Teyonah Parris, Kathryn Hahn, Randall Park, Kat Dennings",United States,2021,TV-14,1 Season,"Drama, Fantasy, Mystery",Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.,disney
28,44217,Vikings,8.1,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,,5033,"Alex Høgh, Alexander Ludwig, Jasper Pääkkönen",,2020,TV-14,9 Seasons,"Action, Drama","Season six returns following the battle between brothers which has left Bjorn as the new leader of Kattegat. But Bjorn struggles to fill his late father’s shoes. And Ivar meets his match in Prince Oleg, a ruthless and unpredictable Russian ruler!",amazon
29,76669,Elite,8.2,/3NTAbAiao4JLzFQw6YxP1YZppM8.jpg,,7783,"Danna Paola, Miguel Herrán, María Pedraza, Itzan Escamilla, Miguel Bernardeau, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani, Ester Expósito, Omar Ayuso",Spain,2021,TV-MA,4 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",netflix
30,67335,Sin senos sí hay paraíso,7.5,/7lBJ6lOS0uQqsH13U9iMTikawQS.jpg,,2415,"Catherine Siachoque, Fabián Ríos, Carolina Gaitán, Juan Pablo Urrego, Majida Issa, Johanna Fadul, César Mora, Juan Pablo Llano, Carmen Villalobos, Francisco Bolívar, Jennifer Arenas, Luigi Aycardi, Julián Beltrán, Stefanía Gómez, Diana Acevedo, Joselyn Gallardo, Jairo Ordóñez, Oscar Salazar, Gregorio Pernía, Carolina Sepúlveda, Javier Jattin, Juan Alfonso Baptista","United States, Colombia",2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",netflix
31,62286,Fear the Walking Dead,7.7,/upmd11A2ZaZEG1j6wRGdD4B5cxs.jpg,Every decision is life or death.,3940,,United States,2015,TV-MA,6 Seasons,"Drama, Horror, Science Fiction","Fear the Walking Dead AMC’s new companion series to The Walking Dead, goes back to the beginning of the zombie apocalypse in Los Angeles, to a time when life as everyone knew it was upended for reasons unknown.",hulu
32,1622,Supernatural,8.2,/KoYWXbnYuS3b0GyQPkbuexlVK9.jpg,Between darkness and deliverance,5628,"Jared Padalecki, Jensen Ackles, Mark Sheppard, Misha Collins, Jim Beaver, Andrea Menard, Samantha Smith, Mark Pellegrino, Alexander Calvert","United States, Canada",2019,TV-14,15 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror","Siblings Dean and Sam crisscross the country, investigating paranormal activity and picking fights with demons, ghosts and monsters.",netflix
33,1396,Breaking Bad,8.7,/ggFHVNu6YYI5L9pCfOacjizRGt.jpg,Remember my name,8020,"Bryan Cranston, Aaron Paul, Anna Gunn, Dean Norris, Betsy Brandt, R.J. Mitte, Bob Odenkirk, Steven Michael Quezada, Jonathan Banks, Giancarlo Esposito",United States,2013,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers",A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.,netflix
34,65334,Miraculous: Tales of Ladybug & Cat Noir,8.0,/psDcRgUX38cIeGeADwLRPyO7SYC.jpg,Time to de-evilize!,3352,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, André Gordon, Matthew Mercer, Christopher Corey Smith, Philece Sampler, Selah Victor, Marieve Herington, Ben Diskin, Kira Buckland, Erin Fitzgerald, Grant George, Ethan Murray, David Roach, Todd Haberkorn","France, South Korea, Japan, United States",2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure","When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero.",netflix
35,115304,Disney Intertwined,7.8,/lGQQ5tQ58QcVEMZJCVvIgtFVjE9.jpg,"To fulfill her dreams, she will have to change the past.",48,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",,2021,TV-PG,1 Season,"Comedy, Coming of Age, Drama",Allegra is ready to change the past in order to reach her dream.,disney
36,46952,The Blacklist,7.5,/htJzeRcYI2ewMm4PTrg98UMXShe.jpg,Family. Business.,2200,"James Spader, Megan Boone, Diego Klattenhoff, Ryan Eggold, Harry Lennix, Amir Arison, Hisham Tawfiq, Mozhan Marnò",United States,2019,TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers","After turning himself in, a brilliant fugitive offers to help the FBI bag other baddies, but only if rookie profiler Elizabeth Keen is his partner.",netflix
37,79744,The Rookie,8.1,/gSGj4zhuFllpZEkHGdsBMV2BGsq.jpg,He’s got this.,764,,United States,2018,TV-14,4 Seasons,"Crime, Drama","Starting over isn’t easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force’s oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis. If he can’t keep up with the young cops and the criminals, he’ll be risking lives including his own. But if he can use his life experience, determination and sense of humor to give him an edge, he may just become a success in this new chapter of his life.",hulu
38,44006,Chicago Fire,8.4,/yrV8eSwhCkMAJVZUK65PXTfYOqq.jpg,Feel the heat.,1568,,United States,2012,TV-14,1 Season,"Action, Drama","From renowned, Emmy Award-winning executive producer Dick Wolf (""Law & Order"" brand) and creators Derek Haas and Michael Brandt, the writing team behind ""3:10 to Yuma,"" comes the high-octane drama ""Chicago Fire,"" – an edge-of-your-seat view into the lives of everyday heroes committed to one of America’s noblest professions. For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating. These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.",hulu
39,34524,Teen Wolf,8.6,/vY2vfAskJTiWsQSv6bdbNCQhPLm.jpg,Watch your pack.,2937,"Tyler Posey, Holland Roden, Shelley Hennig, Dylan Sprayberry, Linden Ashby, Melissa Ponzio, JR Bourne",,2017,TV-14,9 Seasons,TV Shows,"On the eve of their departure, Scott and his pack discover a new enemy rising in the shadows which threatens the fate of everything they hold dear. Will they find a way to stop the greatest threat they've ever faced? Find out on the final episodes of Teen Wolf.",amazon
40,61889,Marvel's Daredevil,8.0,/QWbPaDxiB6LW2LjASknzYBvjMj.jpg,Do not fear the dark. Become it.,2796,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",United States,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure","Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City.",netflix
41,82856,The Mandalorian,8.5,/sWgBv7LV2PRoQgkxwlibdGXKz1S.jpg,Bounty hunting is a complicated profession.,7075,"Pedro Pascal, Carl Weathers, Gina Carano, Omid Abtahi, Nick Nolte",United States,2019,TV-14,2 Seasons,"Action-Adventure, Family, Science Fiction","After the fall of the Empire, a lone gunfighter makes his way through the lawless galaxy.",disney
42,4057,Criminal Minds,8.3,/7TCwgX7oQKxcWYEhSPRmaHe6ULN.jpg,"To catch a criminal, you have to think like one.",2658,,"United States, Canada",2005,TV-14,3 Seasons,"Crime, Drama, Mystery","Criminal Minds revolves around an elite team of FBI profilers who analyze the country's most twisted criminal minds, anticipating their next moves before they strike again.",hulu
43,85937,Demon Slayer: Kimetsu no Yaiba,8.8,/wrCVHdkBlBWdJUZPvnJWcBRuhSY.jpg,,3131,"Natsuki Hanae, Akari Kito, Hiro Shimono, Yoshitsugu Matsuoka, Takahiro Sakurai, Hochu Otsuka, Yuki Kaji, Ai Kakuma, Nobuhiko Okamoto, Toshiyuki Morikawa, Aoi Yuki, Shiori Izawa, Daisuke Namikawa, Takumi Yamazaki, Hikaru Midorikawa, Takehito Koyasu",Japan,2019,TV-14,1 Season,"Anime Series, International TV Shows","After a demon attack leaves his family slain and his sister cursed, Tanjiro embarks upon a perilous journey to find a cure and avenge those he's lost.",netflix
44,2734,Law & Order: Special Victims Unit,7.9,/ywBt4WKADdMVgxTR1rS2uFwMYTH.jpg,,2710,,United States,1999,TV-14,23 Seasons,"Crime, Drama, Mystery","This hard-hitting and emotional series from NBC's ""Law & Order"" brand chronicles the life and crimes of the Special Victims Unit of the New York City Police Department, an elite squad of detectives who investigate sexually based crimes.",hulu
45,11250,Pasión de gavilanes,7.7,/2vNyh5bkGn4cmeXZQADOa7Zba8d.jpg,,1588,,,2003,TV-Y,1 Season,"Drama, Latino, Romance","La historia de amor y desamor de tres hermanos que se enamoran de las tres hermanas de su familia rival, es aderezada con una buena dosis de melodrama, seducción, comedia y una banda sonora inolvidable. Cuando los hermanos Reyes se enteran que Doña Gabriela Elizondo es quien causó la muerte de su hermana, deciden infiltrarse en su casa y hacerse pasar como albañiles para seducir a sus hijas y vengarse. Sin embargo, los hermanos Reyes no cuentan con que las hermanas Elizondo se robarán sus corazones y que entre ellos nacerá un romance intenso que debe luchar contra las adversidades y el resentimiento.",hulu
46,48866,The 100,7.9,/wcaDIAG1QdXQLRaj4vC1EFdBT2.jpg,Survival isn't who you are. It's who you become.,6722,"Eliza Taylor, Paige Turco, Bob Morley, Marie Avgeropoulos, Christopher Larkin, Henry Ian Cusick, Isaiah Washington, Lindsey Morgan, Devon Bostick, Richard Harmon, Ricky Whittle, Jarod Joseph, Chelsey Reist, Sachin Sahel, Adina Porter","United States, Canada",2020,TV-MA,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable.",netflix
47,58841,Chicago P.D.,8.4,/onamGdLjKolUFwIW7io11IDH0uJ.jpg,Break the rules. Not the law.,1718,,United States,2013,TV-14,1 Season,"Action, Crime, Drama","District 21 of the Chicago Police Department is made up of two distinctly different groups: The uniformed cops who patrol the beat and deal with street crimes, and the intelligence unit, the team that combats the city's major offenses, such as organized crime, drug trafficking and high-profile murders.",hulu
48,75219,9-1-1,8.1,/yD8iS1Hbq76XmWzbaFbWH66SFH6.jpg,What’s your emergency?,1617,,United States,2018,TV-14,5 Seasons,Drama,"From prolific creators Ryan Murphy and Brad Falchuk, new procedural drama 9-1-1 is a fast-paced exploration into the lives and careers of first responders – cops, paramedics, firefighters – the people who put their lives on the line to save others.",hulu
49,126280,Sex/Life,7.2,/2ST6l4WP7ZfqAetuttBqx8F3AAH.jpg,Time to choose.,799,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",United States,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",A woman's daring sexual past collides with her married-with-kids present when the bad-boy ex she can't stop fantasizing about crashes back into her life.,netflix
50,31132,Regular Show,8.7,/mS5SLxMYcKfUxA0utBSR5MOAWWr.jpg,It's anything but,1296,,United States,2010,TV-PG,8 Seasons,"Cartoons, Comedy, Family","Mordecai – a sarcastic blue jay, and Rigby – a somewhat responsible raccoon, are best friends. They even work together at a park owned by Pops, a big lollipop-headed guy. Which seems normal enough. They’ve got a cranky gumball machine for a boss and they work alongside a Zen-like yeti named Skips. Yep. Everything is as regular as can be.",hulu
51,1911,Bones,8.3,/eyTu5c8LniVciRZIOSHTvvkkgJa.jpg,Every body has secrets.,2268,"Emily Deschanel, David Boreanaz, Michaela Conlin",,2017,NR,12 Seasons,"Drama, Suspense","The 12-episode run will celebrate the inventive series and bring the storylines of Brennan, Booth and the Jeffersonian-FBI team to a close, allowing the show’s loyal fans to say goodbye to these indelible characters.",amazon
52,132719,Money Heist: From Tokyo to Berlin,7.2,/g0wLsOFpvK5nX5hsIAwXHrpnFLI.jpg,,26,,,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",netflix
53,62715,Dragon Ball Super,8.2,/qEUrbXJ2qt4Rg84Btlx4STOhgte.jpg,,3539,,,2015,TV-14,1 Season,"Action, Adventure, Anime","After defeating Majin Buu, life is peaceful once again. Ordered by Chi-chi to earn money, Goku works even as he wants to train even more. Meanwhile, Goten, about to become a brother-in-law to Videl, sets out on a journey with Trunks to find her a present.",hulu
54,128252,The Snitch Cartel: Origins,7.9,/A17Rt6BLHno0puR1QXbsSKhBfA4.jpg,,211,"Juan Pablo Urrego, Sebastián Osorio, Patricia Tamayo, Verónica Velásquez, María Camila Zárate, Nicole Santamaría, Eduardo Pérez, Julian Farrieta, Gustavo Angarita Jr., Carlos Manuel Vesga, Helena Mallarino, David Prada, Margarita Reyes, Adriana Silva, Laura Rodríguez, Angélica Blandón, Maia Landaburu, Jesús de los Ríos",,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Over four decades, two brothers in Cali juggle family duties, multiple romances and illegal businesses, transforming from poor kids to cocaine kingpins.",netflix
55,1434,Family Guy,7.1,/9RBeCo8QSaoJLmmuzlwzVH3Hi12.jpg,"Parental Discretion Advised, that's how you know it's good",3039,,United States,1999,TV-14,20 Seasons,"Adult Animation, Comedy, Sitcom",The adventures of an endearingly ignorant dad and his hilariously odd family of middle-class New Englanders.,hulu
56,66732,Stranger Things,8.6,/x2LSRK2Cm7MZhjluni1msVJ3wDF.jpg,It only gets stranger…,9173,"Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Cara Buono, Noah Schnapp, Matthew Modine, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin",United States,2019,TV-14,3 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.",netflix
57,4614,NCIS,7.5,/lSTchtc26YNdOjdKvZtLs22SokL.jpg,,1667,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",United States,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.,netflix
